end_date,state,days_left,pollster,sample_size,Captain America,Iron Man
2020-10-07,WI,27,Redfield & Wilton Strategies,688,52,37
2020-09-11,AZ,53,YouGov,1106,47.2,52
2020-10-13,DE,21,SurveyMonkey,776,62,35
2020-10-19,ND,15,SurveyMonkey,511,49,33
2020-08-10,AZ,85,Emerson College Polling Society,661,48,42
2020-10-18,OR,16,SurveyMonkey,3754,49,35
2020-09-16,AZ,48,Redfield & Wilton Strategies,855,63.18000000000001,34
2020-10-30,FL,4,RMG Research,1200,37.67,42
2020-10-19,AK,15,SurveyMonkey,1001,53,43
2020-10-11,OH,23,Civiqs,586,45,52
2020-10-24,MI,10,Gravis Marketing,679,48,36
2020-09-25,NC,39,U. Massachusetts - Lowell,921,44,40
2020-10-20,OK,14,SurveyMonkey,2380,44,50
2020-10-22,OR,12,SurveyMonkey,4716,37,53
2020-10-25,MI,9,SurveyMonkey,7094,47.8,50
2020-10-29,MI,5,RMG Research,800,37,51.58
2020-10-16,VA,18,SurveyMonkey,5529,37,57
2020-10-29,FL,5,AtlasIntel,786,45,41
2020-10-23,MT,11,SurveyMonkey,1210,48,48
2020-11-02,TX,1,SurveyMonkey,9226,55,40
2020-10-31,TN,3,SurveyMonkey,3030,54,41
2020-10-28,AR,6,SurveyMonkey,2239,47,49
2020-10-14,AZ,20,SurveyMonkey,5657,37,51.4
2020-07-02,PA,124,Trafalgar Group,1062,56,44
2020-10-31,MT,3,SurveyMonkey,1031,50,45
2020-10-21,LA,13,SurveyMonkey,2547,41,42
2020-10-16,FL,18,SurveyMonkey,14081,50,47.6
2020-10-27,SC,7,Data for Progress,1196,49,46
2020-10-22,MI,12,SurveyMonkey,6767,58,32
2020-10-29,KS,5,SurveyMonkey,2569,47,44
2020-10-11,WI,23,Civiqs,560,38,47.8
2020-10-27,GA,7,SurveyMonkey,6720,56,35
2020-10-20,MT,14,SurveyMonkey,1044,44,44
2020-11-02,MT,1,Change Research,920,45.45,41
2020-10-30,FL,4,RMG Research,1200,46.15,42
2020-09-22,TX,42,Siena College/NYT Upshot,653,45,33
2020-10-13,NV,21,SurveyMonkey,1958,45.52,51.4
2020-09-30,TX,34,SurveyMonkey,13395,41,43
2020-10-29,PA,5,HarrisX,901,41,59
2020-08-30,WI,65,Morning Consult,811,51,36
2020-11-01,CT,2,SurveyMonkey,1867,48,49
2020-10-11,PA,23,Morning Consult,2610,39,33
2020-10-17,NJ,17,SurveyMonkey,4902,48,48.1
2020-10-15,MI,19,SurveyMonkey,5448,43,43
2020-10-06,NC,28,Redfield & Wilton Strategies,938,42,48.23
2020-07-12,WI,114,Change Research,601,51,45.5
2020-09-03,NC,61,Redfield & Wilton Strategies,951,51,44
2020-10-12,DC,22,SurveyMonkey,543,44.1,48
2020-10-25,PA,9,Franklin and Marshall College,558,40,48.5
2020-10-22,PA,12,SurveyMonkey,9615,47,35.4
2020-09-14,SC,50,Quinnipiac,969,46.1,36
2020-10-12,PA,22,SurveyMonkey,6613,45,36
2020-07-22,WI,104,Morning Consult,797,54,44
2020-10-20,DE,14,SurveyMonkey,1075,41,44
2020-10-29,FL,5,AtlasIntel,786,48,36.1
2020-10-31,SC,3,Morning Consult,904,50.9,49
2020-10-15,MO,19,Remington,1010,32.64,50
2020-11-02,NV,1,SurveyMonkey,2366,48,51
2020-10-27,GA,7,SurveyMonkey,6720,53,40
2020-10-24,ID,10,SurveyMonkey,1669,50,43
2020-07-31,NJ,95,SurveyMonkey,2426,46,45
2020-08-09,AZ,86,Change Research,428,39,52
2020-07-31,NV,95,SurveyMonkey,1021,41,48
2020-10-27,AZ,7,SurveyMonkey,5609,36,54
2020-09-30,CA,34,SurveyMonkey,20346,33,50
2020-10-28,VA,6,SurveyMonkey,7663,49.41,46
2020-09-20,ME,44,Suffolk,500,47.53,32
2020-09-21,CA,43,Redfield & Wilton Strategies,1885,53,32
2020-10-14,CO,20,SurveyMonkey,4345,40,46
2020-10-04,WI,30,Marquette Law School,700,53,44
2020-10-25,KS,9,SurveyMonkey,3143,48,38
2020-09-01,AZ,63,Beacon Research/Shaw & Company,772,51,43
2020-10-25,OK,9,SurveyMonkey,2790,53,44
2020-10-12,OR,22,SurveyMonkey,2902,40,46.2
2020-10-16,VA,18,SurveyMonkey,5529,39,30
2020-10-19,MN,15,SurveyMonkey,4696,54,45
2020-06-07,WI,149,Morning Consult,797,52.27,42
2020-08-31,NV,64,SurveyMonkey,998,41.6,47
2020-10-13,ID,21,SurveyMonkey,1190,42,43.6
2020-10-22,WA,12,SurveyMonkey,7493,51,29
2020-10-27,OH,7,SurveyMonkey,7825,40.8,53
2020-10-26,PA,8,Ipsos,655,45,54
2020-09-30,WA,34,SurveyMonkey,7953,42.4,40
2020-06-09,WI,147,Morning Consult,797,46,46
2020-10-27,FL,7,Ipsos,704,42,43
2020-10-31,SD,3,SurveyMonkey,597,43,45
2020-10-14,AK,20,Siena College/NYT Upshot,423,53,47
2020-09-05,GA,59,Fabrizio Ward/Hart Research Associates,800,43,54
2020-10-31,SC,3,Morning Consult,904,53.25,39
2020-09-13,WI,51,Morning Consult,774,51,45
2020-06-28,WI,128,Morning Consult,797,34,28
2020-10-19,WI,15,SurveyMonkey,4511,51,43
2020-09-30,DE,34,SurveyMonkey,395,52,43
2020-10-27,WA,7,SurveyMonkey,7406,38.2,44
2020-10-12,NH,22,Suffolk,500,44,52
2020-11-02,WV,1,SurveyMonkey,816,47,45
2020-09-16,PA,48,Ipsos,611,47,47
2020-10-13,AK,21,SurveyMonkey,776,49,36
2020-10-22,ME,12,SurveyMonkey,1709,45,46
2020-09-25,VA,39,Cygnal Political,600,40,49
2020-10-29,NC,5,Redfield & Wilton Strategies,1489,47,36
2020-06-18,MI,138,Trafalgar Group,1101,44.7,45
2020-07-31,NC,95,YouGov,1129,48.6,43.63
2020-09-13,MN,51,Morning Consult,643,49,45
2020-10-21,RI,13,SurveyMonkey,760,33.65,46.4
2020-06-30,MO,126,SurveyMonkey,868,47,44
2020-11-01,AL,2,SurveyMonkey,1608,43,39
2020-10-14,RI,20,SurveyMonkey,537,49,43
2020-11-02,IA,1,SurveyMonkey,1489,38.27,53
2020-06-25,WI,131,Morning Consult,797,52,35.3
2020-10-17,NJ,17,SurveyMonkey,4902,48,46
2020-10-13,MO,21,SurveyMonkey,3136,48,51
2020-10-12,PA,22,RMG Research,800,60,33
2020-10-19,AZ,15,SurveyMonkey,5945,46,45
2020-10-13,KS,21,SurveyMonkey,1717,55,32
2020-09-08,WI,56,Benenson Strategy Group/GS Strategy Group,1200,67,31.77
2020-09-06,PA,58,TargetSmart,835,49.2,31
2020-10-26,AL,8,Swayable,266,49,35
2020-10-12,SD,22,SurveyMonkey,547,31,57.69
2020-10-19,WI,15,SurveyMonkey,4511,50.14,45
2020-10-28,AZ,6,Gravis Marketing,704,44,45
2020-10-20,MI,14,Morning Consult,1717,41,47
2020-09-22,IA,42,Siena College/NYT Upshot,501,54,29
2020-10-11,NV,23,WPA Intelligence,512,45,49
2020-10-21,NE,13,SurveyMonkey,1630,52,34
2020-10-13,AK,21,SurveyMonkey,776,40.5,46
2020-10-22,VA,12,Virginia Commonwealth U.,709,45,51
2020-10-16,MS,18,SurveyMonkey,1359,44,47
2020-10-29,PA,5,Redfield & Wilton Strategies,2125,41,54
2020-10-02,PA,32,Siena College/NYT Upshot,706,55,30
2020-09-25,NC,39,U. Massachusetts - Lowell,921,63.54,29
2020-09-30,PA,34,SurveyMonkey,4613,39,46
2020-11-02,MD,1,SurveyMonkey,3216,55,38
2020-10-27,AL,7,SurveyMonkey,3255,55,33
2020-07-16,MT,110,Spry Strategies,701,43,41.2
2020-10-31,MI,3,Morning Consult,1736,37,49
2020-10-19,OK,15,SurveyMonkey,2289,40,51
2020-11-01,NE,2,SurveyMonkey,1666,52,46
2020-10-30,KY,4,SurveyMonkey,1982,54,41
2020-11-02,AR,1,SurveyMonkey,1309,49,38
2020-08-04,WI,91,OnMessage Inc.,400,44,34.05
2020-10-19,WI,15,Latino Decisions,400,41,55
2020-10-25,OR,9,SurveyMonkey,4932,51,32.08
2020-11-02,SC,1,Øptimus,817,55,38
2020-10-14,WI,20,SurveyMonkey,4425,50,41
2020-10-12,NC,22,SurveyMonkey,4912,48,52
2020-06-30,FL,126,SurveyMonkey,5663,45,52.53
2020-10-13,NJ,21,DKC Analytics,500,62,31
2020-10-19,NC,15,SurveyMonkey,6483,52,30.56
2020-09-30,PA,34,SurveyMonkey,4613,46.93,39.2
2020-06-30,DC,126,SurveyMonkey,151,47,49
2020-09-20,WI,44,Change Research,571,53,43
2020-10-31,FL,3,SurveyMonkey,7807,50,39.55
2020-09-06,FL,58,Marist,766,31,58
2020-10-30,MI,4,Targoz Market Research,993,49,34
2020-10-22,RI,12,SurveyMonkey,786,47,47
2020-10-19,SC,15,SurveyMonkey,3810,47,51
2020-10-13,KS,21,SurveyMonkey,1717,53,40
2020-09-25,WI,39,Trafalgar Group,1189,51,31
2020-11-01,NM,2,SurveyMonkey,1375,40,43.03
2020-10-27,ME,7,SurveyMonkey,1916,49,38
2020-10-14,MI,20,SurveyMonkey,5093,44.06,46
2020-10-15,DC,19,SurveyMonkey,674,34,45.4
2020-08-19,AL,76,The Tyson Group,600,48,44
2020-07-19,VA,107,Virginia Commonwealth U.,725,37,46
2020-10-17,IN,17,SurveyMonkey,3857,42,52.28
2020-10-14,CT,20,SurveyMonkey,2453,51,42
2020-10-13,AL,21,SurveyMonkey,2149,57,39
2020-10-04,NC,30,East Carolina University,1232,50,38
2020-09-23,MI,41,Marist,799,49,29
2020-10-27,MD,7,SurveyMonkey,5665,44,44
2020-09-30,AZ,34,SurveyMonkey,7100,50,35
2020-10-25,CT,9,SurveyMonkey,3490,46.23,49
2020-11-01,MS,2,Data for Progress,562,56,37
2020-10-19,VT,15,SurveyMonkey,785,44,48
2020-06-22,NH,134,U. New Hampshire,936,45.4,36.85
2020-10-31,AZ,3,SurveyMonkey,3933,57,43
2020-07-31,NJ,95,SurveyMonkey,2426,41,47
2020-10-23,MO,11,SurveyMonkey,4274,53,43
2020-10-31,OK,3,SurveyMonkey,1880,71,24
2020-09-13,WI,51,SSRS,816,43,39.19
2020-10-17,CA,17,SurveyMonkey,22834,53,47
2020-10-13,AZ,21,SurveyMonkey,5690,42,41
2020-10-25,ME,9,SurveyMonkey,1749,35,46.69
2020-10-17,PA,17,SurveyMonkey,8360,41.29,41
2020-10-11,MI,23,Siena College/NYT Upshot,614,53,43
2020-10-23,VT,11,SurveyMonkey,969,49,48
2020-09-07,FL,57,Morning Consult,3914,44,49.92
2020-10-21,MA,13,SurveyMonkey,5030,41,47.02
2020-10-17,WV,17,SurveyMonkey,1002,51,46
2020-11-01,PA,2,Rasmussen (Pulse Opinion Research),800,59,40
2020-09-16,AZ,48,Redfield & Wilton Strategies,855,47,49.5
2020-10-23,SC,11,SurveyMonkey,4313,51,45
2020-10-19,GA,15,Emerson College Polling Society,506,36,43
2020-10-25,VA,9,SurveyMonkey,6849,43.5,51
2020-09-22,WI,42,Baldwin Wallace University/Oakland University/Ohio Northern University,863,57,42
2020-10-17,FL,17,SurveyMonkey,14126,54,31
2020-07-20,TX,106,Spry Strategies,750,40,38
2020-06-02,WI,154,Morning Consult,797,49,44
2020-08-16,FL,79,Morning Consult,3484,34,49
2020-09-30,VA,34,SurveyMonkey,2882,43,52
2020-10-19,SC,15,SurveyMonkey,3810,41,58
2020-10-17,AK,17,SurveyMonkey,941,47,44
2020-10-21,CT,13,SurveyMonkey,3224,50,44
2020-08-27,MA,68,Emerson College Polling Society,763,50.5,47
2020-10-21,ND,13,SurveyMonkey,535,53,39
2020-10-27,WV,7,SurveyMonkey,1315,62,33
2020-10-31,MI,3,SurveyMonkey,4202,48,48.2
2020-10-23,DC,11,SurveyMonkey,888,36,51.9
2020-08-09,NC,86,Change Research,491,48.1,45
2020-06-02,WI,154,Morning Consult,797,54,34
2020-10-14,LA,20,SurveyMonkey,2325,53,43
2020-10-20,NV,14,SurveyMonkey,2671,54,39
2020-07-23,AZ,103,Redfield & Wilton Strategies,858,41,41
2020-06-30,MT,126,SurveyMonkey,166,48,35
2020-09-07,NJ,57,Emerson College Polling Society,500,52,44.6
2020-10-20,OH,14,Beacon Research/Shaw & Company,1018,50,43
2020-10-16,AK,18,SurveyMonkey,898,49,44
2020-10-16,WI,18,SurveyMonkey,4565,44,44
2020-09-21,CA,43,Redfield & Wilton Strategies,1885,45,44.4
2020-09-22,MI,42,Trafalgar Group,1015,60,35
2020-10-23,MT,11,SurveyMonkey,1210,52,46
2020-09-26,IL,38,Victory Research,1208,43,37
2020-10-21,SC,13,SurveyMonkey,4109,32,43
2020-10-05,WI,29,Ipsos,601,53.45,46
2020-10-12,KY,22,SurveyMonkey,2109,50.15,48.4
2020-10-19,WA,15,SurveyMonkey,7652,58,41
2020-10-12,NV,22,SurveyMonkey,1915,41,43
2020-10-16,MS,18,SurveyMonkey,1359,45,44
2020-10-05,AZ,29,HighGround,400,45,41
2020-08-17,WI,78,Morning Consult,797,55,30
2020-10-21,NH,13,SurveyMonkey,1508,40,43
2020-10-18,MN,16,SurveyMonkey,4544,52.5,44
2020-10-25,NJ,9,SurveyMonkey,6048,45,46.5
2020-07-26,FL,100,Morning Consult,3760,49,46
2020-08-02,ME,93,Data for Progress,866,49,46.7
2020-11-02,AL,1,SurveyMonkey,1808,44,44
2020-10-26,CA,8,Swayable,635,51,39
2020-07-15,GA,111,Garin Hart Yang,800,51,44
2020-06-30,OH,126,SurveyMonkey,1610,43,42.1
2020-10-17,NV,17,SurveyMonkey,2443,40,51
2020-10-21,KY,13,SurveyMonkey,3136,53.1,45
2020-10-26,AZ,8,Swayable,304,45,47
2020-10-23,IA,11,SurveyMonkey,2738,49,48.4
2020-10-13,GA,21,SurveyMonkey,4716,59,31
2020-10-20,NV,14,SurveyMonkey,2671,47,46
2020-10-20,NV,14,Civiqs,712,40.54,48
2020-10-21,GA,13,Landmark Communications,500,34.7,44
2020-10-17,WI,17,SurveyMonkey,4571,43,44
2020-10-30,OH,4,AtlasIntel,660,47,49
2020-10-29,IA,5,SurveyMonkey,1500,44,49.2
2020-10-29,NM,5,SurveyMonkey,1548,50,47
2020-10-18,MT,16,RMG Research,800,53,38
2020-10-30,DE,4,SurveyMonkey,668,53,36
2020-10-30,NH,4,SurveyMonkey,973,44,43
2020-10-02,PA,32,Siena College/NYT Upshot,706,46.4,46
2020-10-14,VT,20,SurveyMonkey,610,36,38.61
2020-10-13,ND,21,SurveyMonkey,386,55.32,33
2020-10-26,AL,8,Swayable,266,44,38.15
2020-10-16,NY,18,SurveyMonkey,9878,38,49
2020-09-27,SC,37,Quinnipiac,1123,47,44
2020-10-14,HI,20,SurveyMonkey,829,49,10
2020-08-31,AK,64,SurveyMonkey,472,45.9,50.5
2020-10-20,OK,14,SurveyMonkey,2380,44,45
2020-10-28,OH,6,Wick,1000,39,46
2020-10-21,PA,13,SurveyMonkey,9301,40,48.5
2020-10-11,NC,23,SurveyUSA,669,44,47
2020-09-30,AZ,34,SurveyMonkey,7100,48,46
2020-10-23,OR,11,SurveyMonkey,4803,39,37
2020-11-01,MI,2,Change Research,383,39,49
2020-10-29,NV,5,Trafalgar Group,1024,62,32
2020-10-23,DC,11,SurveyMonkey,888,38,48
2020-10-17,SD,17,SurveyMonkey,773,45.6,41.4
2020-08-02,WI,93,Morning Consult,797,49,46
2020-09-20,PA,44,Change Research,579,36.8,50
2020-10-30,RI,4,SurveyMonkey,547,52,43
2020-10-22,NJ,12,SurveyMonkey,5811,47,43
2020-10-20,TX,14,YouGov,1000,56.21,42
2020-06-12,WI,144,Morning Consult,797,48,37.16
2020-10-13,NC,21,SurveyMonkey,5112,47,41
2020-06-30,UT,126,SurveyMonkey,412,44.5,41
2020-09-14,PA,50,Redfield & Wilton Strategies,1036,45,36
2020-10-13,IA,21,David Binder Research,200,44.48,49
2020-10-06,NC,28,Ipsos,601,46,48
2020-10-06,OH,28,Siena College/NYT Upshot,661,52,37
2020-08-09,WI,86,Marquette Law School,694,43,45
2020-10-18,NH,16,SurveyMonkey,1364,45,32
2020-11-01,ID,2,SurveyMonkey,824,52,45.94
2020-10-19,TN,15,SurveyMonkey,4150,39,38
2020-09-25,SC,39,YouGov,1080,39,52
2020-09-23,OH,41,Beacon Research/Shaw & Company,830,53.5,32
2020-10-13,RI,21,SurveyMonkey,514,50,33
2020-08-27,MT,68,Expedition Strategies,400,36,50
2020-11-01,MD,2,Swayable,503,47,41
2020-10-13,KS,21,SurveyMonkey,1717,49,49
2020-08-09,ME,86,Critical Insights,453,45,44
2020-07-31,TX,95,SurveyMonkey,13721,39,9
2020-11-01,MO,2,SurveyMonkey,2644,51,37
2020-10-12,MS,22,SurveyMonkey,1063,50,43
2020-09-23,MN,41,Mason-Dixon,800,50,33
2020-10-24,MA,10,SurveyMonkey,5248,39,40
2020-10-14,NM,20,SurveyMonkey,1701,48,40
2020-10-14,WY,20,SurveyMonkey,450,44,42
2020-11-01,WV,2,SurveyMonkey,738,49.2,46
2020-08-31,WI,64,SurveyMonkey,1913,63,32
2020-10-25,TN,9,SurveyMonkey,4696,54,34
2020-06-30,ND,126,SurveyMonkey,88,49,39
2020-10-13,PA,21,Redfield & Wilton Strategies,1289,45.09,43.45
2020-10-27,ME,7,SurveyUSA,1007,41,47
2020-10-19,SC,15,SurveyMonkey,3810,43,44
2020-10-20,FL,14,Morning Consult,4685,56,33
2020-10-27,MD,7,SurveyMonkey,5665,53,42
2020-08-31,AZ,64,Basswood Research,800,38,50
2020-08-09,WI,86,Marquette Law School,694,61,37
2020-10-13,NJ,21,DKC Analytics,500,48.4,49
2020-10-16,CT,18,SurveyMonkey,2862,47,43.2
2020-09-30,IL,34,SurveyMonkey,8392,52,38.67
2020-08-16,GA,79,Morning Consult,1265,54,39
2020-08-19,AL,76,The Tyson Group,600,51,33.33
2020-10-31,MT,3,SurveyMonkey,1031,49.22,48.9
2020-09-07,PA,57,Marist,771,40,44.9
2020-10-21,AR,13,SurveyMonkey,1887,50,42.4
2020-10-29,PA,5,ABC/Washington Post,810,40,43
2020-07-31,MI,95,David Binder Research,200,41,43
2020-10-21,NH,13,SurveyMonkey,1508,64,21
2020-10-14,IA,20,SurveyMonkey,2138,48,51
2020-10-22,WY,12,SurveyMonkey,616,50,40
2020-10-22,CO,12,SurveyMonkey,5598,41,45.64
2020-09-30,TX,34,SurveyMonkey,13395,46.9,44
2020-11-01,NC,2,Ipsos,707,63,19.9
2020-10-21,OK,13,SurveyMonkey,2471,52,32
2020-10-15,NH,19,SurveyMonkey,1214,47,38
2020-10-22,OK,12,SurveyMonkey,2670,51,46
2020-10-21,IL,13,SurveyMonkey,7554,60,35
2020-10-19,NV,15,SurveyMonkey,2549,42,45.99
2020-06-07,WI,149,Morning Consult,797,51,38
2020-06-07,MI,149,Kiaer Research,543,50,35
2020-10-22,AK,12,SurveyMonkey,989,38,61
2020-10-20,KS,14,Siena College/NYT Upshot,755,52.85,33.48
2020-10-25,TN,9,SurveyMonkey,4696,40,44
2020-10-12,NH,22,SurveyMonkey,1004,50,45
2020-10-31,VA,3,SurveyMonkey,4390,50,44
2020-08-26,FL,69,Opinium,684,45.9,47
2020-10-17,CA,17,SurveyMonkey,22834,45,48.3
2020-08-04,AZ,91,OnMessage Inc.,400,52.21,42.3
2020-10-28,TX,6,SurveyMonkey,15145,46,38
2020-06-14,MI,142,Change Research,353,47,49
2020-09-03,FL,61,Redfield & Wilton Strategies,1093,51,39.2
2020-11-01,VA,2,Data for Progress,690,52.98,38
2020-07-21,FL,105,Redfield & Wilton Strategies,1121,48,43.05
2020-10-24,GA,10,SurveyMonkey,6530,52,42
2020-10-24,ID,10,SurveyMonkey,1669,56,27
2020-10-19,GA,15,SurveyMonkey,5979,42.5,42
2020-10-13,TX,21,SurveyMonkey,13081,52.63,36
2020-10-18,NC,16,East Carolina University,1155,46,49.48
2020-10-23,AZ,11,SurveyMonkey,5626,45.1,45
2020-10-20,KS,14,Siena College/NYT Upshot,755,55,45
2020-10-23,OH,11,SurveyMonkey,7411,45,33
2020-08-31,CT,64,SurveyMonkey,1009,44,43.16
2020-10-31,TX,3,SurveyMonkey,8692,53,38
2020-10-13,OK,21,SurveyMonkey,1804,49,43
2020-09-07,VA,57,Virginia Commonwealth U.,693,49,43
2020-08-30,MN,65,Morning Consult,647,62,36
2020-11-01,OH,2,Research Co.,450,40,32
2020-10-31,NE,3,SurveyMonkey,1751,39,45
2020-10-19,MO,15,SurveyMonkey,3955,40,36
2020-10-11,SC,23,Data for Progress,801,42,52
2020-10-21,SD,13,Mason-Dixon,625,40,47
2020-10-25,AZ,9,OH Predictive Insights / MBQF,716,40,33
2020-10-18,OR,16,SurveyMonkey,3754,53.52,34
2020-10-21,TN,13,SurveyMonkey,4469,49,28
2020-07-16,GA,110,Spry Strategies,701,45.2,50
2020-09-25,GA,39,YouGov,1164,49,42
2020-10-19,KS,15,SurveyMonkey,2718,47,44
2020-09-25,NC,39,U. Massachusetts - Lowell,921,39,44.78
2020-09-13,WI,51,Morning Consult,774,51,28
2020-10-24,VA,10,SurveyMonkey,6811,59,38.4
2020-09-16,WI,48,Ipsos,609,58,32
2020-10-14,NY,20,SurveyMonkey,9500,49,41
2020-07-16,NC,110,Spry Strategies,700,47,50.49
2020-11-02,NC,1,SurveyMonkey,5363,49,42
2020-10-29,TX,5,SurveyMonkey,8648,50,43
2020-08-04,AZ,91,OH Predictive Insights / MBQF,603,36,54
2020-10-13,AR,21,Hendrix College,647,59,41
2020-10-12,FL,22,St. Pete Polls,2215,39,37
2020-10-30,OK,4,SurveyMonkey,1865,50,48.4
2020-07-19,VA,107,Virginia Commonwealth U.,725,39,45
2020-07-26,AZ,100,Change Research,365,57,33
2020-10-30,FL,4,RMG Research,1200,40,45
2020-11-01,MI,2,SurveyMonkey,3976,31.57,56
2020-09-07,NJ,57,Emerson College Polling Society,500,54,35
2020-10-30,VT,4,SurveyMonkey,734,46,46
2020-06-20,MI,136,Hodas & Associates,600,48,43
2020-10-11,MI,23,Civiqs,543,42,45
2020-06-18,WI,138,Morning Consult,797,46.6,42
2020-10-21,NV,13,SurveyMonkey,2746,47,36
2020-09-08,OK,56,SoonerPoll.com,486,46,44
2020-10-28,TX,6,Gravis Marketing,670,39.97,59
2020-10-28,RI,6,SurveyMonkey,910,53,38
2020-08-16,FL,79,Redfield & Wilton Strategies,1280,78,22
2020-10-31,PA,3,Frederick Polls LLC,879,49.89,33
2020-10-14,PA,20,SurveyMonkey,7258,33,53
2020-10-20,TX,14,Morning Consult,3347,44,53
2020-09-18,TX,46,YouGov,1140,39.2,48
2020-10-30,MI,4,SSRS,907,44,47
2020-10-28,MI,6,SurveyMonkey,7541,47,48
2020-07-21,FL,105,Redfield & Wilton Strategies,1121,49,48.6
2020-10-14,WV,20,SurveyMonkey,857,46,38
2020-10-18,SC,16,SurveyMonkey,3666,52,43
2020-10-12,MI,22,SurveyMonkey,4656,48.55,45
2020-07-26,FL,100,Morning Consult,3760,40,49
2020-10-28,AK,6,Gravis Marketing,770,52,45
2020-10-19,NC,15,SurveyMonkey,6483,44,40
2020-06-04,OK,152,Amber Integrated,500,45,45
2020-10-29,PA,5,Redfield & Wilton Strategies,2125,49.5,45
2020-08-26,FL,69,Opinium,684,60,39.56
2020-10-03,AZ,31,Siena College/NYT Upshot,655,44,46
2020-09-08,WI,56,Emerson College Polling Society,823,51,38.6
2020-10-26,PA,8,Swayable,491,53,32
2020-09-12,WI,52,Morning Consult,769,56,32
2020-11-01,NJ,2,SurveyMonkey,3480,32,57
2020-10-26,VA,8,Swayable,351,63,25.799999999999997
2020-07-31,NY,95,SurveyMonkey,10280,38,51.79
2020-06-12,MI,144,TIPP,859,48,47.5
2020-10-30,LA,4,SurveyMonkey,1526,45,54
2020-09-28,NH,36,U. New Hampshire,972,42.5,43
2020-09-26,IL,38,Victory Research,1208,59,39
2020-07-23,FL,103,Zogby,811,44,39
2020-10-25,KY,9,SurveyMonkey,3381,48.4,47
2020-10-24,AZ,10,SurveyMonkey,5571,53,43
2020-09-16,AZ,48,Ipsos,565,48,39
2020-10-11,NC,23,Susquehanna,500,51,36
2020-10-17,OK,17,SurveyMonkey,2144,51,46
2020-09-30,NV,34,SurveyMonkey,1239,32,47
2020-10-25,MN,9,Trafalgar Group,1065,62,37.6
2020-10-21,OK,13,SurveyMonkey,2471,44,35
2020-10-24,VA,10,SurveyMonkey,6811,53,34
2020-07-31,WI,95,David Binder Research,200,39,52
2020-10-13,CO,21,Keating Research/OnSight Public Affairs/Melanson,519,45,28
2020-09-23,ME,41,Colby College,847,50,44.3
2020-10-22,AK,12,SurveyMonkey,989,45,38.5
2020-08-31,RI,64,SurveyMonkey,208,37,36
2020-10-30,CA,4,SurveyMonkey,10929,53,42
2020-10-22,MT,12,SurveyMonkey,1170,45.8,9
2020-09-30,IA,34,SurveyMonkey,1276,53,44
2020-09-20,PA,44,Franklin and Marshall College,480,48,46
2020-10-24,NM,10,SurveyMonkey,2545,61,26
2020-10-04,TX,30,YouGov,908,52,34
2020-09-30,MT,34,SurveyMonkey,480,31,50
2020-10-15,HI,19,SurveyMonkey,896,43,44.5
2020-08-05,WI,90,Morning Consult,797,39,44
2020-11-02,AZ,1,Ipsos,610,51.14,32
2020-09-24,MN,40,Suffolk,500,40,40.6
2020-10-26,TX,8,U. Massachusetts - Lowell,873,40,47
2020-10-30,FL,4,Emerson College Polling Society,849,47,47.1
2020-08-16,FL,79,The Political Matrix/The Listener Group,1000,53,45
2020-10-25,OR,9,SurveyMonkey,4932,42.6,44
2020-07-26,OH,100,Morning Consult,1741,48,31
2020-10-19,NH,15,SurveyMonkey,1410,45,52
2020-10-30,MN,4,SurveyMonkey,2919,72,23
2020-10-14,CO,20,Civiqs,1013,54,33
2020-09-22,FL,42,Data for Progress,620,47.4,43
2020-06-30,WY,126,SurveyMonkey,98,51,44.74
2020-10-24,AL,10,SurveyMonkey,3120,45,44
2020-10-29,SC,5,SurveyMonkey,2501,46,38.9
2020-10-29,NY,5,SurveyMonkey,5531,41,41
2020-10-27,VA,7,Christopher Newport U.,908,42,43
2020-10-23,OR,11,SurveyMonkey,4803,50,46
2020-07-27,CA,99,UC Berkeley,6756,31,47
2020-11-01,AL,2,SurveyMonkey,1608,47,29
2020-08-18,MN,77,Trafalgar Group,1141,41.25,41
2020-11-01,MI,2,Swayable,413,38,53
2020-10-31,PA,3,Morning Consult,2686,44,32
2020-09-01,PA,63,Anzalone Liszt Grove,500,39,45
2020-10-23,OR,11,SurveyMonkey,4803,49,47
2020-08-21,WI,74,Morning Consult,797,49,42
2020-10-30,MI,4,Targoz Market Research,993,60,31
2020-10-15,LA,19,SurveyMonkey,2370,50,44.5
2020-10-24,AZ,10,Patinkin Research Strategies,729,37.46,47
2020-10-31,PA,3,Siena College/NYT Upshot,1862,47,48.5
2020-10-28,AZ,6,Trafalgar Group,1002,42.6,48
2020-10-19,OK,15,SurveyMonkey,2289,57,38.7
2020-10-28,TN,6,SurveyMonkey,5099,47.5,37.54
2020-10-31,MI,3,AtlasIntel,686,34,49
2020-08-31,KS,64,SurveyMonkey,922,43,47.7
2020-08-31,WI,64,Morning Consult,819,40,45.85
2020-10-30,FL,4,St. Pete Polls,2758,50.64,35
2020-10-30,WA,4,SurveyMonkey,3899,38,49
2020-10-28,ME,6,SurveyMonkey,1995,44,46
2020-10-04,ME,30,Critical Insights,466,40,43
2020-09-02,OH,62,Rasmussen (Pulse Opinion Research),1000,44,51
2020-10-19,MN,15,SurveyMonkey,4696,52,47.39
2020-10-20,MN,14,SurveyUSA,625,53,40
2020-06-30,IA,126,SurveyMonkey,455,31,44
2020-08-02,AL,93,Morning Consult,609,49,41
